SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1589","649","2238","20250214"
"1","2","군산여행","여행","국내여행","전라북도","1002","271","1273","20250214"
"2","3","경주여행","여행","국내여행","경상북도","892","363","1255","20250214"
"3","4","강릉여행","여행","국내여행","강원도","876","365","1241","20250214"
"4","5","제주여행","여행","국내여행","제주특별자치도","908","307","1215","20250214"
"5","6","여수여행","여행","국내여행","전라남도","744","287","1031","20250214"
"6","7","속초여행","여행","국내여행","강원도","646","326","972","20250214"
"7","8","전주여행","여행","국내여행","전라북도","645","256","901","20250214"
"8","9","대전여행","여행","국내여행","대전광역시","670","207","877","20250214"
"9","10","대구여행","여행","국내여행","대구광역시","529","204","733","20250214"
