SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1362","196","1558","20241130"
"1","2","제주여행","여행","국내여행","제주특별자치도","762","129","891","20241130"
"2","3","여수여행","여행","국내여행","전라남도","698","124","822","20241130"
"3","4","군산여행","여행","국내여행","전라북도","716","91","807","20241130"
"4","5","경주여행","여행","국내여행","경상북도","629","113","742","20241130"
"5","6","강릉여행","여행","국내여행","강원도","541","107","648","20241130"
"6","7","속초여행","여행","국내여행","강원도","534","65","599","20241130"
"7","8","대구여행","여행","국내여행","대구광역시","453","64","517","20241130"
"8","9","전주여행","여행","국내여행","전라북도","444","67","511","20241130"
"9","10","목포여행","여행","국내여행","전라남도","426","62","488","20241130"
