SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1340","642","1982","20240903"
"1","2","경주여행","여행","국내여행","경상북도","1071","563","1634","20240903"
"2","3","제주여행","여행","국내여행","제주특별자치도","935","373","1308","20240903"
"3","4","군산여행","여행","국내여행","전라북도","1007","270","1277","20240903"
"4","5","여수여행","여행","국내여행","전라남도","801","413","1214","20240903"
"5","6","강릉여행","여행","국내여행","강원도","667","305","972","20240903"
"6","7","전주여행","여행","국내여행","전라북도","530","298","828","20240903"
"7","8","목포여행","여행","국내여행","전라남도","560","225","785","20240903"
"8","9","속초여행","여행","국내여행","강원도","491","254","745","20240903"
"9","10","대전여행","여행","국내여행","대전광역시","497","191","688","20240903"
