SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1503","228","1731","20241201"
"1","2","제주여행","여행","국내여행","제주특별자치도","910","123","1033","20241201"
"2","3","여수여행","여행","국내여행","전라남도","766","119","885","20241201"
"3","4","경주여행","여행","국내여행","경상북도","730","126","856","20241201"
"4","5","강릉여행","여행","국내여행","강원도","669","110","779","20241201"
"5","6","군산여행","여행","국내여행","전라북도","685","68","753","20241201"
"6","7","전주여행","여행","국내여행","전라북도","542","81","623","20241201"
"7","8","속초여행","여행","국내여행","강원도","512","94","606","20241201"
"8","9","대구여행","여행","국내여행","대구광역시","491","71","562","20241201"
"9","10","목포여행","여행","국내여행","전라남도","457","68","525","20241201"
