SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1477","234","1711","20250705"
"1","2","제주여행","여행","국내여행","제주특별자치도","837","426","1263","20250705"
"2","3","여수여행","여행","국내여행","전라남도","823","160","983","20250705"
"3","4","강릉여행","여행","국내여행","강원도","815","138","953","20250705"
"4","5","군산여행","여행","국내여행","전라북도","770","105","875","20250705"
"5","6","속초여행","여행","국내여행","강원도","723","134","857","20250705"
"6","7","경주여행","여행","국내여행","경상북도","646","114","760","20250705"
"7","8","목포여행","여행","국내여행","전라남도","558","71","629","20250705"
"8","9","대전여행","여행","국내여행","대전광역시","493","88","581","20250705"
"9","10","남해여행","여행","국내여행","경상남도","464","98","562","20250705"
