SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2314","353","2667","20240811"
"1","2","여수여행","여행","국내여행","전라남도","1551","220","1771","20240811"
"2","3","강릉여행","여행","국내여행","강원도","1184","197","1381","20240811"
"3","4","경주여행","여행","국내여행","경상북도","1183","196","1379","20240811"
"4","5","제주여행","여행","국내여행","제주특별자치도","1166","169","1335","20240811"
"5","6","속초여행","여행","국내여행","강원도","1140","188","1328","20240811"
"6","7","군산여행","여행","국내여행","전라북도","1182","119","1301","20240811"
"7","8","남해여행","여행","국내여행","경상남도","874","123","997","20240811"
"8","9","대전여행","여행","국내여행","대전광역시","788","125","913","20240811"
"9","10","전주여행","여행","국내여행","전라북도","695","128","823","20240811"
