SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","955","474","1429","20250508"
"1","2","경주여행","여행","국내여행","경상북도","656","444","1100","20250508"
"2","3","제주여행","여행","국내여행","제주특별자치도","635","289","924","20250508"
"3","4","군산여행","여행","국내여행","전라북도","663","226","889","20250508"
"4","5","강릉여행","여행","국내여행","강원도","543","263","806","20250508"
"5","6","여수여행","여행","국내여행","전라남도","498","256","754","20250508"
"6","7","전주여행","여행","국내여행","전라북도","423","246","669","20250508"
"7","8","속초여행","여행","국내여행","강원도","410","183","593","20250508"
"8","9","목포여행","여행","국내여행","전라남도","375","207","582","20250508"
"9","10","대전여행","여행","국내여행","대전광역시","400","163","563","20250508"
