SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1238","645","1883","20250527"
"1","2","군산여행","여행","국내여행","전라북도","1043","360","1403","20250527"
"2","3","제주여행","여행","국내여행","제주특별자치도","854","486","1340","20250527"
"3","4","경주여행","여행","국내여행","경상북도","851","473","1324","20250527"
"4","5","여수여행","여행","국내여행","전라남도","775","458","1233","20250527"
"5","6","강릉여행","여행","국내여행","강원도","697","416","1113","20250527"
"6","7","속초여행","여행","국내여행","강원도","580","373","953","20250527"
"7","8","전주여행","여행","국내여행","전라북도","594","307","901","20250527"
"8","9","대전여행","여행","국내여행","대전광역시","475","293","768","20250527"
"9","10","목포여행","여행","국내여행","전라남도","484","258","742","20250527"
