SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1337","530","1867","20241224"
"1","2","강릉여행","여행","국내여행","강원도","687","316","1003","20241224"
"2","3","제주여행","여행","국내여행","제주특별자치도","732","253","985","20241224"
"3","4","여수여행","여행","국내여행","전라남도","689","263","952","20241224"
"4","5","군산여행","여행","국내여행","전라북도","704","208","912","20241224"
"5","6","경주여행","여행","국내여행","경상북도","613","245","858","20241224"
"6","7","속초여행","여행","국내여행","강원도","579","197","776","20241224"
"7","8","전주여행","여행","국내여행","전라북도","453","139","592","20241224"
"8","9","대전여행","여행","국내여행","대전광역시","385","130","515","20241224"
"9","10","대구여행","여행","국내여행","대구광역시","336","135","471","20241224"
