SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1894","275","2169","20240601"
"1","2","여수여행","여행","국내여행","전라남도","1347","150","1497","20240601"
"2","3","경주여행","여행","국내여행","경상북도","1143","165","1308","20240601"
"3","4","군산여행","여행","국내여행","전라북도","1127","107","1234","20240601"
"4","5","강릉여행","여행","국내여행","강원도","950","140","1090","20240601"
"5","6","제주여행","여행","국내여행","제주특별자치도","939","143","1082","20240601"
"6","7","속초여행","여행","국내여행","강원도","858","121","979","20240601"
"7","8","전주여행","여행","국내여행","전라북도","820","91","911","20240601"
"8","9","대전여행","여행","국내여행","대전광역시","673","90","763","20240601"
"9","10","통영여행","여행","국내여행","경상남도","664","65","729","20240601"
