SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1889","618","2507","20240816"
"1","2","여수여행","여행","국내여행","전라남도","1255","360","1615","20240816"
"2","3","경주여행","여행","국내여행","경상북도","1032","370","1402","20240816"
"3","4","강릉여행","여행","국내여행","강원도","992","375","1367","20240816"
"4","5","속초여행","여행","국내여행","강원도","1018","331","1349","20240816"
"5","6","군산여행","여행","국내여행","전라북도","1152","189","1341","20240816"
"6","7","제주여행","여행","국내여행","제주특별자치도","933","332","1265","20240816"
"7","8","목포여행","여행","국내여행","전라남도","654","193","847","20240816"
"8","9","남해여행","여행","국내여행","경상남도","654","185","839","20240816"
"9","10","대전여행","여행","국내여행","대전광역시","666","167","833","20240816"
