SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1586","757","2343","20240613"
"1","2","여수여행","여행","국내여행","전라남도","1157","410","1567","20240613"
"2","3","제주여행","여행","국내여행","제주특별자치도","1009","376","1385","20240613"
"3","4","경주여행","여행","국내여행","경상북도","857","402","1259","20240613"
"4","5","강릉여행","여행","국내여행","강원도","806","386","1192","20240613"
"5","6","속초여행","여행","국내여행","강원도","660","348","1008","20240613"
"6","7","대전여행","여행","국내여행","대전광역시","601","273","874","20240613"
"7","8","군산여행","여행","국내여행","전라북도","657","213","870","20240613"
"8","9","전주여행","여행","국내여행","전라북도","450","211","661","20240613"
"9","10","목포여행","여행","국내여행","전라남도","456","189","645","20240613"
