SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1136","188","1324","20240921"
"1","2","경주여행","여행","국내여행","경상북도","1055","180","1235","20240921"
"2","3","제주여행","여행","국내여행","제주특별자치도","1026","150","1176","20240921"
"3","4","군산여행","여행","국내여행","전라북도","821","103","924","20240921"
"4","5","여수여행","여행","국내여행","전라남도","673","127","800","20240921"
"5","6","전주여행","여행","국내여행","전라북도","567","112","679","20240921"
"6","7","강릉여행","여행","국내여행","강원도","550","107","657","20240921"
"7","8","속초여행","여행","국내여행","강원도","485","114","599","20240921"
"8","9","대전여행","여행","국내여행","대전광역시","490","96","586","20240921"
"9","10","대구여행","여행","국내여행","대구광역시","427","68","495","20240921"
