SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1312","168","1480","20240831"
"1","2","군산여행","여행","국내여행","전라북도","1006","94","1100","20240831"
"2","3","제주여행","여행","국내여행","제주특별자치도","933","151","1084","20240831"
"3","4","경주여행","여행","국내여행","경상북도","873","129","1002","20240831"
"4","5","여수여행","여행","국내여행","전라남도","863","102","965","20240831"
"5","6","강릉여행","여행","국내여행","강원도","707","130","837","20240831"
"6","7","속초여행","여행","국내여행","강원도","638","111","749","20240831"
"7","8","전주여행","여행","국내여행","전라북도","606","77","683","20240831"
"8","9","목포여행","여행","국내여행","전라남도","624","51","675","20240831"
"9","10","대전여행","여행","국내여행","대전광역시","549","59","608","20240831"
