SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1077","481","1558","20250516"
"1","2","제주여행","여행","국내여행","제주특별자치도","699","293","992","20250516"
"2","3","군산여행","여행","국내여행","전라북도","708","258","966","20250516"
"3","4","경주여행","여행","국내여행","경상북도","631","331","962","20250516"
"4","5","강릉여행","여행","국내여행","강원도","560","268","828","20250516"
"5","6","전주여행","여행","국내여행","전라북도","455","233","688","20250516"
"6","7","여수여행","여행","국내여행","전라남도","449","231","680","20250516"
"7","8","속초여행","여행","국내여행","강원도","413","250","663","20250516"
"8","9","대전여행","여행","국내여행","대전광역시","403","172","575","20250516"
"9","10","목포여행","여행","국내여행","전라남도","384","171","555","20250516"
