SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1385","540","1925","20241219"
"1","2","제주여행","여행","국내여행","제주특별자치도","817","362","1179","20241219"
"2","3","강릉여행","여행","국내여행","강원도","726","357","1083","20241219"
"3","4","속초여행","여행","국내여행","강원도","604","299","903","20241219"
"4","5","경주여행","여행","국내여행","경상북도","634","263","897","20241219"
"5","6","여수여행","여행","국내여행","전라남도","636","253","889","20241219"
"6","7","군산여행","여행","국내여행","전라북도","649","223","872","20241219"
"7","8","대전여행","여행","국내여행","대전광역시","442","175","617","20241219"
"8","9","전주여행","여행","국내여행","전라북도","431","180","611","20241219"
"9","10","대구여행","여행","국내여행","대구광역시","376","111","487","20241219"
