SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1442","207","1649","20241110"
"1","2","경주여행","여행","국내여행","경상북도","961","141","1102","20241110"
"2","3","군산여행","여행","국내여행","전라북도","960","107","1067","20241110"
"3","4","제주여행","여행","국내여행","제주특별자치도","837","151","988","20241110"
"4","5","여수여행","여행","국내여행","전라남도","741","114","855","20241110"
"5","6","속초여행","여행","국내여행","강원도","701","96","797","20241110"
"6","7","강릉여행","여행","국내여행","강원도","668","106","774","20241110"
"7","8","전주여행","여행","국내여행","전라북도","623","97","720","20241110"
"8","9","대구여행","여행","국내여행","대구광역시","500","69","569","20241110"
"9","10","대전여행","여행","국내여행","대전광역시","420","76","496","20241110"
