SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1269","559","1828","20250704"
"1","2","제주여행","여행","국내여행","제주특별자치도","785","566","1351","20250704"
"2","3","강릉여행","여행","국내여행","강원도","694","401","1095","20250704"
"3","4","여수여행","여행","국내여행","전라남도","690","362","1052","20250704"
"4","5","속초여행","여행","국내여행","강원도","598","324","922","20250704"
"5","6","경주여행","여행","국내여행","경상북도","596","311","907","20250704"
"6","7","군산여행","여행","국내여행","전라북도","627","226","853","20250704"
"7","8","대전여행","여행","국내여행","대전광역시","470","238","708","20250704"
"8","9","목포여행","여행","국내여행","전라남도","455","227","682","20250704"
"9","10","남해여행","여행","국내여행","경상남도","356","244","600","20250704"
