SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1605","198","1803","20240316"
"1","2","제주여행","여행","국내여행","제주특별자치도","1195","241","1436","20240316"
"2","3","여수여행","여행","국내여행","전라남도","1220","162","1382","20240316"
"3","4","경주여행","여행","국내여행","경상북도","1115","170","1285","20240316"
"4","5","군산여행","여행","국내여행","전라북도","1069","79","1148","20240316"
"5","6","강릉여행","여행","국내여행","강원도","801","117","918","20240316"
"6","7","전주여행","여행","국내여행","전라북도","673","100","773","20240316"
"7","8","대구여행","여행","국내여행","대구광역시","599","82","681","20240316"
"8","9","목포여행","여행","국내여행","전라남도","553","81","634","20240316"
"9","10","속초여행","여행","국내여행","강원도","503","98","601","20240316"
