SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1500","726","2226","20240424"
"1","2","제주여행","여행","국내여행","제주특별자치도","1206","437","1643","20240424"
"2","3","여수여행","여행","국내여행","전라남도","1173","453","1626","20240424"
"3","4","경주여행","여행","국내여행","경상북도","1014","531","1545","20240424"
"4","5","군산여행","여행","국내여행","전라북도","868","291","1159","20240424"
"5","6","강릉여행","여행","국내여행","강원도","693","340","1033","20240424"
"6","7","전주여행","여행","국내여행","전라북도","700","309","1009","20240424"
"7","8","대전여행","여행","국내여행","대전광역시","578","254","832","20240424"
"8","9","속초여행","여행","국내여행","강원도","509","272","781","20240424"
"9","10","대구여행","여행","국내여행","대구광역시","506","205","711","20240424"
