SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2259","359","2618","20240107"
"1","2","제주여행","여행","국내여행","제주특별자치도","1804","242","2046","20240107"
"2","3","여수여행","여행","국내여행","전라남도","1347","142","1489","20240107"
"3","4","경주여행","여행","국내여행","경상북도","1100","163","1263","20240107"
"4","5","강릉여행","여행","국내여행","강원도","959","144","1103","20240107"
"5","6","군산여행","여행","국내여행","전라북도","913","88","1001","20240107"
"6","7","전주여행","여행","국내여행","전라북도","819","98","917","20240107"
"7","8","속초여행","여행","국내여행","강원도","711","86","797","20240107"
"8","9","대구여행","여행","국내여행","대구광역시","683","93","776","20240107"
"9","10","목포여행","여행","국내여행","전라남도","634","89","723","20240107"
