SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1214","726","1940","20250422"
"1","2","경주여행","여행","국내여행","경상북도","897","611","1508","20250422"
"2","3","군산여행","여행","국내여행","전라북도","893","458","1351","20250422"
"3","4","제주여행","여행","국내여행","제주특별자치도","886","375","1261","20250422"
"4","5","여수여행","여행","국내여행","전라남도","673","444","1117","20250422"
"5","6","강릉여행","여행","국내여행","강원도","636","481","1117","20250422"
"6","7","전주여행","여행","국내여행","전라북도","674","393","1067","20250422"
"7","8","목포여행","여행","국내여행","전라남도","523","382","905","20250422"
"8","9","대전여행","여행","국내여행","대전광역시","526","301","827","20250422"
"9","10","남해여행","여행","국내여행","경상남도","467","319","786","20250422"
