SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1142","547","1689","20241113"
"1","2","경주여행","여행","국내여행","경상북도","856","364","1220","20241113"
"2","3","제주여행","여행","국내여행","제주특별자치도","753","368","1121","20241113"
"3","4","군산여행","여행","국내여행","전라북도","724","253","977","20241113"
"4","5","여수여행","여행","국내여행","전라남도","610","258","868","20241113"
"5","6","강릉여행","여행","국내여행","강원도","566","283","849","20241113"
"6","7","속초여행","여행","국내여행","강원도","529","223","752","20241113"
"7","8","전주여행","여행","국내여행","전라북도","460","227","687","20241113"
"8","9","대구여행","여행","국내여행","대구광역시","408","158","566","20241113"
"9","10","대전여행","여행","국내여행","대전광역시","358","167","525","20241113"
