SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1653","714","2367","20250212"
"1","2","제주여행","여행","국내여행","제주특별자치도","926","354","1280","20250212"
"2","3","경주여행","여행","국내여행","경상북도","857","399","1256","20250212"
"3","4","강릉여행","여행","국내여행","강원도","757","370","1127","20250212"
"4","5","군산여행","여행","국내여행","전라북도","829","286","1115","20250212"
"5","6","여수여행","여행","국내여행","전라남도","706","317","1023","20250212"
"6","7","대전여행","여행","국내여행","대전광역시","673","340","1013","20250212"
"7","8","전주여행","여행","국내여행","전라북도","621","318","939","20250212"
"8","9","속초여행","여행","국내여행","강원도","547","276","823","20250212"
"9","10","대구여행","여행","국내여행","대구광역시","521","171","692","20250212"
