SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1988","340","2328","20250112"
"1","2","제주여행","여행","국내여행","제주특별자치도","1312","153","1465","20250112"
"2","3","강릉여행","여행","국내여행","강원도","1226","181","1407","20250112"
"3","4","군산여행","여행","국내여행","전라북도","1062","129","1191","20250112"
"4","5","경주여행","여행","국내여행","경상북도","1016","163","1179","20250112"
"5","6","여수여행","여행","국내여행","전라남도","897","126","1023","20250112"
"6","7","전주여행","여행","국내여행","전라북도","749","128","877","20250112"
"7","8","대전여행","여행","국내여행","대전광역시","745","89","834","20250112"
"8","9","속초여행","여행","국내여행","강원도","671","122","793","20250112"
"9","10","대구여행","여행","국내여행","대구광역시","616","97","713","20250112"
