SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1109","686","1795","20250408"
"1","2","경주여행","여행","국내여행","경상북도","859","520","1379","20250408"
"2","3","제주여행","여행","국내여행","제주특별자치도","926","393","1319","20250408"
"3","4","군산여행","여행","국내여행","전라북도","755","329","1084","20250408"
"4","5","여수여행","여행","국내여행","전라남도","624","400","1024","20250408"
"5","6","강릉여행","여행","국내여행","강원도","583","374","957","20250408"
"6","7","전주여행","여행","국내여행","전라북도","539","314","853","20250408"
"7","8","목포여행","여행","국내여행","전라남도","508","296","804","20250408"
"8","9","대전여행","여행","국내여행","대전광역시","439","223","662","20250408"
"9","10","남해여행","여행","국내여행","경상남도","414","242","656","20250408"
