SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1451","559","2010","20240822"
"1","2","여수여행","여행","국내여행","전라남도","941","433","1374","20240822"
"2","3","제주여행","여행","국내여행","제주특별자치도","968","336","1304","20240822"
"3","4","경주여행","여행","국내여행","경상북도","877","424","1301","20240822"
"4","5","강릉여행","여행","국내여행","강원도","750","385","1135","20240822"
"5","6","속초여행","여행","국내여행","강원도","693","315","1008","20240822"
"6","7","군산여행","여행","국내여행","전라북도","689","205","894","20240822"
"7","8","전주여행","여행","국내여행","전라북도","519","234","753","20240822"
"8","9","대전여행","여행","국내여행","대전광역시","516","215","731","20240822"
"9","10","남해여행","여행","국내여행","경상남도","491","225","716","20240822"
