SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1775","589","2364","20241230"
"1","2","제주여행","여행","국내여행","제주특별자치도","1288","378","1666","20241230"
"2","3","강릉여행","여행","국내여행","강원도","978","311","1289","20241230"
"3","4","경주여행","여행","국내여행","경상북도","876","302","1178","20241230"
"4","5","여수여행","여행","국내여행","전라남도","843","205","1048","20241230"
"5","6","군산여행","여행","국내여행","전라북도","801","198","999","20241230"
"6","7","속초여행","여행","국내여행","강원도","655","215","870","20241230"
"7","8","전주여행","여행","국내여행","전라북도","523","153","676","20241230"
"8","9","대전여행","여행","국내여행","대전광역시","529","144","673","20241230"
"9","10","목포여행","여행","국내여행","전라남도","425","152","577","20241230"
