SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1028","531","1559","20250310"
"1","2","경주여행","여행","국내여행","경상북도","831","459","1290","20250310"
"2","3","제주여행","여행","국내여행","제주특별자치도","870","355","1225","20250310"
"3","4","군산여행","여행","국내여행","전라북도","839","320","1159","20250310"
"4","5","강릉여행","여행","국내여행","강원도","612","306","918","20250310"
"5","6","여수여행","여행","국내여행","전라남도","543","277","820","20250310"
"6","7","전주여행","여행","국내여행","전라북도","560","221","781","20250310"
"7","8","대전여행","여행","국내여행","대전광역시","451","160","611","20250310"
"8","9","속초여행","여행","국내여행","강원도","384","213","597","20250310"
"9","10","대구여행","여행","국내여행","대구광역시","380","178","558","20250310"
