SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1380","623","2003","20241002"
"1","2","경주여행","여행","국내여행","경상북도","1283","639","1922","20241002"
"2","3","제주여행","여행","국내여행","제주특별자치도","1128","441","1569","20241002"
"3","4","군산여행","여행","국내여행","전라북도","1166","400","1566","20241002"
"4","5","여수여행","여행","국내여행","전라남도","905","394","1299","20241002"
"5","6","강릉여행","여행","국내여행","강원도","804","375","1179","20241002"
"6","7","속초여행","여행","국내여행","강원도","754","365","1119","20241002"
"7","8","전주여행","여행","국내여행","전라북도","778","269","1047","20241002"
"8","9","대전여행","여행","국내여행","대전광역시","686","270","956","20241002"
"9","10","목포여행","여행","국내여행","전라남도","585","214","799","20241002"
