SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1677","727","2404","20250225"
"1","2","군산여행","여행","국내여행","전라북도","1235","479","1714","20250225"
"2","3","경주여행","여행","국내여행","경상북도","1018","558","1576","20250225"
"3","4","강릉여행","여행","국내여행","강원도","884","470","1354","20250225"
"4","5","속초여행","여행","국내여행","강원도","764","402","1166","20250225"
"5","6","제주여행","여행","국내여행","제주특별자치도","870","294","1164","20250225"
"6","7","대전여행","여행","국내여행","대전광역시","771","388","1159","20250225"
"7","8","여수여행","여행","국내여행","전라남도","749","403","1152","20250225"
"8","9","전주여행","여행","국내여행","전라북도","747","371","1118","20250225"
"9","10","대구여행","여행","국내여행","대구광역시","598","273","871","20250225"
