SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1940","278","2218","20250209"
"1","2","경주여행","여행","국내여행","경상북도","1101","173","1274","20250209"
"2","3","제주여행","여행","국내여행","제주특별자치도","1068","143","1211","20250209"
"3","4","군산여행","여행","국내여행","전라북도","1024","97","1121","20250209"
"4","5","강릉여행","여행","국내여행","강원도","973","144","1117","20250209"
"5","6","여수여행","여행","국내여행","전라남도","904","141","1045","20250209"
"6","7","전주여행","여행","국내여행","전라북도","740","121","861","20250209"
"7","8","대전여행","여행","국내여행","대전광역시","709","105","814","20250209"
"8","9","속초여행","여행","국내여행","강원도","688","100","788","20250209"
"9","10","대구여행","여행","국내여행","대구광역시","683","91","774","20250209"
