SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2186","233","2419","20250125"
"1","2","군산여행","여행","국내여행","전라북도","1411","115","1526","20250125"
"2","3","경주여행","여행","국내여행","경상북도","1136","180","1316","20250125"
"3","4","강릉여행","여행","국내여행","강원도","1122","161","1283","20250125"
"4","5","여수여행","여행","국내여행","전라남도","1020","132","1152","20250125"
"5","6","제주여행","여행","국내여행","제주특별자치도","806","177","983","20250125"
"6","7","속초여행","여행","국내여행","강원도","847","109","956","20250125"
"7","8","전주여행","여행","국내여행","전라북도","824","126","950","20250125"
"8","9","대전여행","여행","국내여행","대전광역시","718","86","804","20250125"
"9","10","대구여행","여행","국내여행","대구광역시","654","98","752","20250125"
