SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1303","187","1490","20241123"
"1","2","속초여행","여행","국내여행","강원도","1017","90","1107","20241123"
"2","3","군산여행","여행","국내여행","전라북도","881","85","966","20241123"
"3","4","경주여행","여행","국내여행","경상북도","746","120","866","20241123"
"4","5","여수여행","여행","국내여행","전라남도","720","112","832","20241123"
"5","6","제주여행","여행","국내여행","제주특별자치도","671","113","784","20241123"
"6","7","강릉여행","여행","국내여행","강원도","615","116","731","20241123"
"7","8","전주여행","여행","국내여행","전라북도","559","79","638","20241123"
"8","9","대구여행","여행","국내여행","대구광역시","449","66","515","20241123"
"9","10","목포여행","여행","국내여행","전라남도","450","57","507","20241123"
