SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1021","548","1569","20250515"
"1","2","경주여행","여행","국내여행","경상북도","649","399","1048","20250515"
"2","3","제주여행","여행","국내여행","제주특별자치도","678","273","951","20250515"
"3","4","강릉여행","여행","국내여행","강원도","554","299","853","20250515"
"4","5","군산여행","여행","국내여행","전라북도","622","214","836","20250515"
"5","6","여수여행","여행","국내여행","전라남도","556","280","836","20250515"
"6","7","전주여행","여행","국내여행","전라북도","486","203","689","20250515"
"7","8","대전여행","여행","국내여행","대전광역시","405","184","589","20250515"
"8","9","속초여행","여행","국내여행","강원도","373","216","589","20250515"
"9","10","목포여행","여행","국내여행","전라남도","377","177","554","20250515"
