SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1832","680","2512","20240125"
"1","2","제주여행","여행","국내여행","제주특별자치도","1351","472","1823","20240125"
"2","3","여수여행","여행","국내여행","전라남도","987","338","1325","20240125"
"3","4","경주여행","여행","국내여행","경상북도","870","339","1209","20240125"
"4","5","강릉여행","여행","국내여행","강원도","838","325","1163","20240125"
"5","6","군산여행","여행","국내여행","전라북도","797","250","1047","20240125"
"6","7","속초여행","여행","국내여행","강원도","622","248","870","20240125"
"7","8","전주여행","여행","국내여행","전라북도","617","215","832","20240125"
"8","9","대전여행","여행","국내여행","대전광역시","528","167","695","20240125"
"9","10","대구여행","여행","국내여행","대구광역시","525","153","678","20240125"
