SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1901","602","2503","20240108"
"1","2","제주여행","여행","국내여행","제주특별자치도","1490","439","1929","20240108"
"2","3","여수여행","여행","국내여행","전라남도","1162","246","1408","20240108"
"3","4","경주여행","여행","국내여행","경상북도","915","265","1180","20240108"
"4","5","강릉여행","여행","국내여행","강원도","824","272","1096","20240108"
"5","6","전주여행","여행","국내여행","전라북도","694","228","922","20240108"
"6","7","군산여행","여행","국내여행","전라북도","744","171","915","20240108"
"7","8","속초여행","여행","국내여행","강원도","524","205","729","20240108"
"8","9","대전여행","여행","국내여행","대전광역시","550","172","722","20240108"
"9","10","대구여행","여행","국내여행","대구광역시","496","168","664","20240108"
