SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1692","639","2331","20250123"
"1","2","강릉여행","여행","국내여행","강원도","856","442","1298","20250123"
"2","3","경주여행","여행","국내여행","경상북도","792","376","1168","20250123"
"3","4","군산여행","여행","국내여행","전라북도","842","321","1163","20250123"
"4","5","제주여행","여행","국내여행","제주특별자치도","804","341","1145","20250123"
"5","6","여수여행","여행","국내여행","전라남도","718","379","1097","20250123"
"6","7","속초여행","여행","국내여행","강원도","655","249","904","20250123"
"7","8","전주여행","여행","국내여행","전라북도","660","240","900","20250123"
"8","9","대전여행","여행","국내여행","대전광역시","509","177","686","20250123"
"9","10","대구여행","여행","국내여행","대구광역시","472","204","676","20250123"
