SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1529","199","1728","20250302"
"1","2","군산여행","여행","국내여행","전라북도","1443","93","1536","20250302"
"2","3","경주여행","여행","국내여행","경상북도","961","134","1095","20250302"
"3","4","제주여행","여행","국내여행","제주특별자치도","858","142","1000","20250302"
"4","5","여수여행","여행","국내여행","전라남도","833","89","922","20250302"
"5","6","강릉여행","여행","국내여행","강원도","800","118","918","20250302"
"6","7","대전여행","여행","국내여행","대전광역시","721","92","813","20250302"
"7","8","전주여행","여행","국내여행","전라북도","713","96","809","20250302"
"8","9","속초여행","여행","국내여행","강원도","616","60","676","20250302"
"9","10","목포여행","여행","국내여행","전라남도","601","60","661","20250302"
