SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1062","423","1485","20250306"
"1","2","경주여행","여행","국내여행","경상북도","657","402","1059","20250306"
"2","3","제주여행","여행","국내여행","제주특별자치도","737","258","995","20250306"
"3","4","군산여행","여행","국내여행","전라북도","716","236","952","20250306"
"4","5","여수여행","여행","국내여행","전라남도","545","242","787","20250306"
"5","6","강릉여행","여행","국내여행","강원도","472","215","687","20250306"
"6","7","전주여행","여행","국내여행","전라북도","485","194","679","20250306"
"7","8","대전여행","여행","국내여행","대전광역시","421","173","594","20250306"
"8","9","속초여행","여행","국내여행","강원도","351","180","531","20250306"
"9","10","대구여행","여행","국내여행","대구광역시","370","146","516","20250306"
