SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","경주여행","여행","국내여행","경상북도","1358","789","2147","20240923"
"1","2","부산여행","여행","국내여행","부산광역시","1363","666","2029","20240923"
"2","3","제주여행","여행","국내여행","제주특별자치도","1031","463","1494","20240923"
"3","4","군산여행","여행","국내여행","전라북도","878","388","1266","20240923"
"4","5","여수여행","여행","국내여행","전라남도","826","395","1221","20240923"
"5","6","전주여행","여행","국내여행","전라북도","694","412","1106","20240923"
"6","7","강릉여행","여행","국내여행","강원도","705","374","1079","20240923"
"7","8","속초여행","여행","국내여행","강원도","530","345","875","20240923"
"8","9","대전여행","여행","국내여행","대전광역시","583","271","854","20240923"
"9","10","대구여행","여행","국내여행","대구광역시","549","195","744","20240923"
