SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1220","182","1402","20250323"
"1","2","경주여행","여행","국내여행","경상북도","1085","184","1269","20250323"
"2","3","제주여행","여행","국내여행","제주특별자치도","998","139","1137","20250323"
"3","4","목포여행","여행","국내여행","전라남도","1014","92","1106","20250323"
"4","5","군산여행","여행","국내여행","전라북도","989","99","1088","20250323"
"5","6","강릉여행","여행","국내여행","강원도","713","137","850","20250323"
"6","7","여수여행","여행","국내여행","전라남도","666","110","776","20250323"
"7","8","전주여행","여행","국내여행","전라북도","662","106","768","20250323"
"8","9","속초여행","여행","국내여행","강원도","510","93","603","20250323"
"9","10","대전여행","여행","국내여행","대전광역시","500","69","569","20250323"
