SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1881","672","2553","20240110"
"1","2","제주여행","여행","국내여행","제주특별자치도","1649","515","2164","20240110"
"2","3","여수여행","여행","국내여행","전라남도","1099","336","1435","20240110"
"3","4","경주여행","여행","국내여행","경상북도","1041","257","1298","20240110"
"4","5","강릉여행","여행","국내여행","강원도","828","299","1127","20240110"
"5","6","군산여행","여행","국내여행","전라북도","770","202","972","20240110"
"6","7","전주여행","여행","국내여행","전라북도","661","255","916","20240110"
"7","8","속초여행","여행","국내여행","강원도","583","196","779","20240110"
"8","9","대구여행","여행","국내여행","대구광역시","536","185","721","20240110"
"9","10","목포여행","여행","국내여행","전라남도","459","197","656","20240110"
