SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1621","196","1817","20240323"
"1","2","여수여행","여행","국내여행","전라남도","1326","171","1497","20240323"
"2","3","경주여행","여행","국내여행","경상북도","1291","188","1479","20240323"
"3","4","제주여행","여행","국내여행","제주특별자치도","1182","185","1367","20240323"
"4","5","군산여행","여행","국내여행","전라북도","1193","87","1280","20240323"
"5","6","목포여행","여행","국내여행","전라남도","863","70","933","20240323"
"6","7","전주여행","여행","국내여행","전라북도","768","110","878","20240323"
"7","8","강릉여행","여행","국내여행","강원도","646","99","745","20240323"
"8","9","대구여행","여행","국내여행","대구광역시","614","92","706","20240323"
"9","10","대전여행","여행","국내여행","대전광역시","530","75","605","20240323"
