SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","제주여행","여행","국내여행","제주특별자치도","2280","516","2796","20240124"
"1","2","부산여행","여행","국내여행","부산광역시","1854","696","2550","20240124"
"2","3","여수여행","여행","국내여행","전라남도","1076","396","1472","20240124"
"3","4","강릉여행","여행","국내여행","강원도","963","415","1378","20240124"
"4","5","경주여행","여행","국내여행","경상북도","947","379","1326","20240124"
"5","6","군산여행","여행","국내여행","전라북도","802","230","1032","20240124"
"6","7","전주여행","여행","국내여행","전라북도","661","223","884","20240124"
"7","8","속초여행","여행","국내여행","강원도","593","239","832","20240124"
"8","9","대구여행","여행","국내여행","대구광역시","510","210","720","20240124"
"9","10","대전여행","여행","국내여행","대전광역시","583","127","710","20240124"
