SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2354","322","2676","20240121"
"1","2","제주여행","여행","국내여행","제주특별자치도","1880","216","2096","20240121"
"2","3","여수여행","여행","국내여행","전라남도","1429","162","1591","20240121"
"3","4","경주여행","여행","국내여행","경상북도","1292","162","1454","20240121"
"4","5","강릉여행","여행","국내여행","강원도","1070","170","1240","20240121"
"5","6","군산여행","여행","국내여행","전라북도","1065","107","1172","20240121"
"6","7","전주여행","여행","국내여행","전라북도","871","105","976","20240121"
"7","8","대구여행","여행","국내여행","대구광역시","706","105","811","20240121"
"8","9","속초여행","여행","국내여행","강원도","659","101","760","20240121"
"9","10","목포여행","여행","국내여행","전라남도","595","79","674","20240121"
