SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1337","620","1957","20241218"
"1","2","제주여행","여행","국내여행","제주특별자치도","880","387","1267","20241218"
"2","3","강릉여행","여행","국내여행","강원도","633","367","1000","20241218"
"3","4","경주여행","여행","국내여행","경상북도","646","313","959","20241218"
"4","5","군산여행","여행","국내여행","전라북도","662","251","913","20241218"
"5","6","여수여행","여행","국내여행","전라남도","642","265","907","20241218"
"6","7","속초여행","여행","국내여행","강원도","534","232","766","20241218"
"7","8","대전여행","여행","국내여행","대전광역시","513","163","676","20241218"
"8","9","전주여행","여행","국내여행","전라북도","455","181","636","20241218"
"9","10","목포여행","여행","국내여행","전라남도","365","168","533","20241218"
