SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1293","158","1451","20241006"
"1","2","경주여행","여행","국내여행","경상북도","1200","165","1365","20241006"
"2","3","제주여행","여행","국내여행","제주특별자치도","1033","217","1250","20241006"
"3","4","군산여행","여행","국내여행","전라북도","991","100","1091","20241006"
"4","5","여수여행","여행","국내여행","전라남도","810","123","933","20241006"
"5","6","전주여행","여행","국내여행","전라북도","664","112","776","20241006"
"6","7","강릉여행","여행","국내여행","강원도","630","116","746","20241006"
"7","8","대전여행","여행","국내여행","대전광역시","582","74","656","20241006"
"8","9","속초여행","여행","국내여행","강원도","516","88","604","20241006"
"9","10","대구여행","여행","국내여행","대구광역시","523","80","603","20241006"
