SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1223","609","1832","20241028"
"1","2","경주여행","여행","국내여행","경상북도","1003","462","1465","20241028"
"2","3","제주여행","여행","국내여행","제주특별자치도","897","378","1275","20241028"
"3","4","군산여행","여행","국내여행","전라북도","909","330","1239","20241028"
"4","5","여수여행","여행","국내여행","전라남도","799","340","1139","20241028"
"5","6","강릉여행","여행","국내여행","강원도","626","320","946","20241028"
"6","7","전주여행","여행","국내여행","전라북도","649","259","908","20241028"
"7","8","속초여행","여행","국내여행","강원도","556","222","778","20241028"
"8","9","대전여행","여행","국내여행","대전광역시","493","227","720","20241028"
"9","10","대구여행","여행","국내여행","대구광역시","458","236","694","20241028"
