SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1985","821","2806","20240813"
"1","2","여수여행","여행","국내여행","전라남도","1349","604","1953","20240813"
"2","3","강릉여행","여행","국내여행","강원도","948","500","1448","20240813"
"3","4","경주여행","여행","국내여행","경상북도","958","449","1407","20240813"
"4","5","제주여행","여행","국내여행","제주특별자치도","1015","387","1402","20240813"
"5","6","속초여행","여행","국내여행","강원도","935","453","1388","20240813"
"6","7","군산여행","여행","국내여행","전라북도","1056","328","1384","20240813"
"7","8","남해여행","여행","국내여행","경상남도","732","320","1052","20240813"
"8","9","대전여행","여행","국내여행","대전광역시","701","261","962","20240813"
"9","10","목포여행","여행","국내여행","전라남도","649","241","890","20240813"
