SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1998","247","2245","20240428"
"1","2","여수여행","여행","국내여행","전라남도","1467","187","1654","20240428"
"2","3","경주여행","여행","국내여행","경상북도","1365","146","1511","20240428"
"3","4","제주여행","여행","국내여행","제주특별자치도","1220","141","1361","20240428"
"4","5","군산여행","여행","국내여행","전라북도","1148","104","1252","20240428"
"5","6","강릉여행","여행","국내여행","강원도","983","141","1124","20240428"
"6","7","전주여행","여행","국내여행","전라북도","922","133","1055","20240428"
"7","8","대구여행","여행","국내여행","대구광역시","721","97","818","20240428"
"8","9","대전여행","여행","국내여행","대전광역시","685","98","783","20240428"
"9","10","속초여행","여행","국내여행","강원도","673","103","776","20240428"
