SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1116","503","1619","20241127"
"1","2","제주여행","여행","국내여행","제주특별자치도","746","237","983","20241127"
"2","3","경주여행","여행","국내여행","경상북도","576","285","861","20241127"
"3","4","여수여행","여행","국내여행","전라남도","551","230","781","20241127"
"4","5","강릉여행","여행","국내여행","강원도","477","268","745","20241127"
"5","6","속초여행","여행","국내여행","강원도","387","208","595","20241127"
"6","7","군산여행","여행","국내여행","전라북도","424","159","583","20241127"
"7","8","전주여행","여행","국내여행","전라북도","363","150","513","20241127"
"8","9","대구여행","여행","국내여행","대구광역시","331","141","472","20241127"
"9","10","대전여행","여행","국내여행","대전광역시","318","136","454","20241127"
