SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1336","198","1534","20241116"
"1","2","군산여행","여행","국내여행","전라북도","1024","82","1106","20241116"
"2","3","경주여행","여행","국내여행","경상북도","872","135","1007","20241116"
"3","4","제주여행","여행","국내여행","제주특별자치도","822","170","992","20241116"
"4","5","여수여행","여행","국내여행","전라남도","673","110","783","20241116"
"5","6","강릉여행","여행","국내여행","강원도","680","101","781","20241116"
"6","7","속초여행","여행","국내여행","강원도","606","86","692","20241116"
"7","8","전주여행","여행","국내여행","전라북도","534","93","627","20241116"
"8","9","대전여행","여행","국내여행","대전광역시","483","74","557","20241116"
"9","10","대구여행","여행","국내여행","대구광역시","470","65","535","20241116"
