SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1813","892","2705","20250224"
"1","2","군산여행","여행","국내여행","전라북도","1365","490","1855","20250224"
"2","3","경주여행","여행","국내여행","경상북도","1179","610","1789","20250224"
"3","4","강릉여행","여행","국내여행","강원도","1005","521","1526","20250224"
"4","5","여수여행","여행","국내여행","전라남도","941","440","1381","20250224"
"5","6","제주여행","여행","국내여행","제주특별자치도","957","338","1295","20250224"
"6","7","전주여행","여행","국내여행","전라북도","862","415","1277","20250224"
"7","8","대전여행","여행","국내여행","대전광역시","878","378","1256","20250224"
"8","9","속초여행","여행","국내여행","강원도","744","391","1135","20250224"
"9","10","대구여행","여행","국내여행","대구광역시","649","269","918","20250224"
