SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2126","719","2845","20240223"
"1","2","여수여행","여행","국내여행","전라남도","1281","408","1689","20240223"
"2","3","제주여행","여행","국내여행","제주특별자치도","1286","398","1684","20240223"
"3","4","경주여행","여행","국내여행","경상북도","1167","455","1622","20240223"
"4","5","군산여행","여행","국내여행","전라북도","1221","352","1573","20240223"
"5","6","강릉여행","여행","국내여행","강원도","853","331","1184","20240223"
"6","7","전주여행","여행","국내여행","전라북도","856","278","1134","20240223"
"7","8","속초여행","여행","국내여행","강원도","783","238","1021","20240223"
"8","9","대구여행","여행","국내여행","대구광역시","634","256","890","20240223"
"9","10","대전여행","여행","국내여행","대전광역시","593","176","769","20240223"
