SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2061","261","2322","20240120"
"1","2","제주여행","여행","국내여행","제주특별자치도","1614","199","1813","20240120"
"2","3","여수여행","여행","국내여행","전라남도","1231","149","1380","20240120"
"3","4","경주여행","여행","국내여행","경상북도","989","163","1152","20240120"
"4","5","군산여행","여행","국내여행","전라북도","1023","105","1128","20240120"
"5","6","강릉여행","여행","국내여행","강원도","915","132","1047","20240120"
"6","7","전주여행","여행","국내여행","전라북도","758","102","860","20240120"
"7","8","속초여행","여행","국내여행","강원도","685","106","791","20240120"
"8","9","대구여행","여행","국내여행","대구광역시","638","66","704","20240120"
"9","10","대전여행","여행","국내여행","대전광역시","576","90","666","20240120"
