SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1183","503","1686","20241010"
"1","2","경주여행","여행","국내여행","경상북도","936","458","1394","20241010"
"2","3","제주여행","여행","국내여행","제주특별자치도","808","308","1116","20241010"
"3","4","군산여행","여행","국내여행","전라북도","726","256","982","20241010"
"4","5","여수여행","여행","국내여행","전라남도","689","276","965","20241010"
"5","6","강릉여행","여행","국내여행","강원도","571","240","811","20241010"
"6","7","전주여행","여행","국내여행","전라북도","533","238","771","20241010"
"7","8","속초여행","여행","국내여행","강원도","520","233","753","20241010"
"8","9","대구여행","여행","국내여행","대구광역시","466","170","636","20241010"
"9","10","대전여행","여행","국내여행","대전광역시","452","178","630","20241010"
