SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1507","209","1716","20240908"
"1","2","경주여행","여행","국내여행","경상북도","1255","181","1436","20240908"
"2","3","제주여행","여행","국내여행","제주특별자치도","1080","145","1225","20240908"
"3","4","군산여행","여행","국내여행","전라북도","1021","83","1104","20240908"
"4","5","여수여행","여행","국내여행","전라남도","885","168","1053","20240908"
"5","6","강릉여행","여행","국내여행","강원도","770","140","910","20240908"
"6","7","전주여행","여행","국내여행","전라북도","656","101","757","20240908"
"7","8","속초여행","여행","국내여행","강원도","643","97","740","20240908"
"8","9","대전여행","여행","국내여행","대전광역시","560","65","625","20240908"
"9","10","목포여행","여행","국내여행","전라남도","536","69","605","20240908"
