SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1577","805","2382","20240625"
"1","2","여수여행","여행","국내여행","전라남도","1283","490","1773","20240625"
"2","3","제주여행","여행","국내여행","제주특별자치도","935","391","1326","20240625"
"3","4","강릉여행","여행","국내여행","강원도","878","401","1279","20240625"
"4","5","경주여행","여행","국내여행","경상북도","777","391","1168","20240625"
"5","6","속초여행","여행","국내여행","강원도","768","359","1127","20240625"
"6","7","군산여행","여행","국내여행","전라북도","748","267","1015","20240625"
"7","8","대전여행","여행","국내여행","대전광역시","599","258","857","20240625"
"8","9","전주여행","여행","국내여행","전라북도","549","217","766","20240625"
"9","10","남해여행","여행","국내여행","경상남도","425","245","670","20240625"
