SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","2071","226","2297","20250130"
"1","2","경주여행","여행","국내여행","경상북도","1113","129","1242","20250130"
"2","3","제주여행","여행","국내여행","제주특별자치도","1064","152","1216","20250130"
"3","4","군산여행","여행","국내여행","전라북도","1069","120","1189","20250130"
"4","5","강릉여행","여행","국내여행","강원도","1001","143","1144","20250130"
"5","6","여수여행","여행","국내여행","전라남도","951","134","1085","20250130"
"6","7","속초여행","여행","국내여행","강원도","741","91","832","20250130"
"7","8","전주여행","여행","국내여행","전라북도","702","102","804","20250130"
"8","9","대전여행","여행","국내여행","대전광역시","664","90","754","20250130"
"9","10","대구여행","여행","국내여행","대구광역시","580","65","645","20250130"
