SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1382","549","1931","20240827"
"1","2","제주여행","여행","국내여행","제주특별자치도","1025","398","1423","20240827"
"2","3","경주여행","여행","국내여행","경상북도","912","473","1385","20240827"
"3","4","여수여행","여행","국내여행","전라남도","925","396","1321","20240827"
"4","5","강릉여행","여행","국내여행","강원도","740","354","1094","20240827"
"5","6","군산여행","여행","국내여행","전라북도","777","250","1027","20240827"
"6","7","속초여행","여행","국내여행","강원도","674","270","944","20240827"
"7","8","전주여행","여행","국내여행","전라북도","570","281","851","20240827"
"8","9","목포여행","여행","국내여행","전라남도","548","225","773","20240827"
"9","10","대전여행","여행","국내여행","대전광역시","536","225","761","20240827"
