SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","군산여행","여행","국내여행","전라북도","1670","127","1797","20250606"
"1","2","부산여행","여행","국내여행","부산광역시","1607","175","1782","20250606"
"2","3","여수여행","여행","국내여행","전라남도","1098","121","1219","20250606"
"3","4","경주여행","여행","국내여행","경상북도","970","145","1115","20250606"
"4","5","제주여행","여행","국내여행","제주특별자치도","713","376","1089","20250606"
"5","6","강릉여행","여행","국내여행","강원도","942","146","1088","20250606"
"6","7","속초여행","여행","국내여행","강원도","894","100","994","20250606"
"7","8","전주여행","여행","국내여행","전라북도","894","92","986","20250606"
"8","9","목포여행","여행","국내여행","전라남도","801","78","879","20250606"
"9","10","대전여행","여행","국내여행","대전광역시","754","85","839","20250606"
