SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1902","867","2769","20240806"
"1","2","여수여행","여행","국내여행","전라남도","1309","555","1864","20240806"
"2","3","경주여행","여행","국내여행","경상북도","1107","464","1571","20240806"
"3","4","강릉여행","여행","국내여행","강원도","1011","510","1521","20240806"
"4","5","속초여행","여행","국내여행","강원도","983","456","1439","20240806"
"5","6","제주여행","여행","국내여행","제주특별자치도","939","361","1300","20240806"
"6","7","군산여행","여행","국내여행","전라북도","995","292","1287","20240806"
"7","8","남해여행","여행","국내여행","경상남도","766","341","1107","20240806"
"8","9","목포여행","여행","국내여행","전라남도","672","231","903","20240806"
"9","10","전주여행","여행","국내여행","전라북도","632","262","894","20240806"
