SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1911","303","2214","20250427"
"1","2","군산여행","여행","국내여행","전라북도","1341","143","1484","20250427"
"2","3","경주여행","여행","국내여행","경상북도","1272","183","1455","20250427"
"3","4","여수여행","여행","국내여행","전라남도","979","147","1126","20250427"
"4","5","강릉여행","여행","국내여행","강원도","926","176","1102","20250427"
"5","6","전주여행","여행","국내여행","전라북도","912","130","1042","20250427"
"6","7","제주여행","여행","국내여행","제주특별자치도","905","133","1038","20250427"
"7","8","목포여행","여행","국내여행","전라남도","731","122","853","20250427"
"8","9","속초여행","여행","국내여행","강원도","708","130","838","20250427"
"9","10","대구여행","여행","국내여행","대구광역시","711","114","825","20250427"
